area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,area_type_encoded
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,30.76,2.0,1065.0,2888.262910798122,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,2.0,121.0,3.0,1850.0,6540.540540540541,3
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1097,2.0,1.0,49.0,2.0,1097.0,4466.727438468551,3
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Mykyayi,1200,3.0,2.0,70.0,2.0,1200.0,5833.333333333333,3
Super built-up  Area,Ready To Move,Varthur,3 BHK,Unknown,2160,3.0,2.0,170.0,3.0,2160.0,7870.37037037037,3
Super built-up  Area,18-May,Anekal,2 BHK,Aavelis,1140,2.0,2.0,52.0,2.0,1140.0,4561.403508771929,3
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Unknown,1297,2.0,2.0,98.0,2.0,1297.0,7555.898226676947,3
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1150,2.0,0.0,50.0,2.0,1150.0,4347.826086956522,3
Super built-up  Area,Ready To Move,Kuvempu Nagar,2 BHK,Unknown,1375,2.0,1.0,45.0,2.0,1375.0,3272.7272727272725,3
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Veisear,1245,2.0,2.0,58.0,2.0,1245.0,4658.634538152611,3
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Prian E,4750,6.0,1.0,948.0,4.0,4750.0,19957.894736842107,3
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,1800,3.0,0.0,180.0,4.0,1800.0,10000.0,0
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1594,3.0,2.0,140.0,3.0,1594.0,8782.936010037642,3
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,Unknown,1200,2.0,0.0,66.0,3.0,1200.0,5500.0,2
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,2550.3875968992247,3
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,2.0,36.0,2.0,700.0,5142.857142857143,3
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000,2.0,0.0,50.0,2.0,1000.0,5000.0,0
Plot  Area,Ready To Move,Whitefield,6 Bedroom,Adowslm,4000,5.0,1.0,540.0,6.0,4000.0,13500.0,2
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Unknown,1160,2.0,2.0,42.0,2.0,1160.0,3620.689655172414,3
Plot  Area,Ready To Move,Uday Nagar,6 Bedroom,Unknown,1200,6.0,0.0,85.0,6.0,1200.0,7083.333333333333,2
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,1570,2.0,2.0,95.0,3.0,1570.0,6050.955414012738,3
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1290,2.0,2.0,88.0,2.0,1290.0,6821.705426356589,3
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Unknown,1200,2.0,1.0,44.4,2.0,1200.0,3700.0,3
Super built-up  Area,20-Apr,Langford Gardens,3 BHK,Soond R,2777.29,5.0,2.0,649.0,3.0,2777.29,23368.10343896388,3
Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,VentsAp,2250,3.0,0.0,180.0,3.0,2250.0,8000.0,3
Built-up  Area,Ready To Move,Defence Colony,2 BHK,Inshath,1270,2.0,2.0,172.0,2.0,1270.0,13543.307086614173,0
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,Prncyay,1145,2.0,2.0,44.0,2.0,1145.0,3842.7947598253277,3
Super built-up  Area,Ready To Move,Chikkabanavar,3 BHK,Unknown,1320,2.0,2.0,46.0,3.0,1320.0,3484.848484848485,3
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,30.75,2.0,1065.0,2887.323943661972,0
Built-up  Area,18-Mar,Whitefield,3 BHK,MKensi ,1650,3.0,2.0,48.0,3.0,1650.0,2909.090909090909,0
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1371,2.0,1.0,86.0,2.0,1371.0,6272.793581327498,3
Built-up  Area,Ready To Move,Doddanakunte,5 Bedroom,Unknown,2700,5.0,2.0,150.0,5.0,2700.0,5555.555555555556,0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575,3.0,1.0,94.5,3.0,1575.0,6000.0,3
Super built-up  Area,18-Jan,Yelahanka,2 BHK,Prensya,1362,2.0,2.0,66.0,2.0,1362.0,4845.814977973569,3
Built-up  Area,18-Mar,Bettahalsoor,5 Bedroom,Toainnt,3210,2.0,2.0,353.0,5.0,3210.0,10996.884735202491,0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,3.0,1.0,90.0,3.0,1255.0,7171.314741035857,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,925,2.0,1.0,35.0,2.0,925.0,3783.7837837837837,3
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,DSrry S,1088,2.0,1.0,30.46,2.0,1088.0,2799.6323529411766,3
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,NCowsar,1234,2.0,2.0,80.0,2.0,1234.0,6482.982171799027,3
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2140,3.0,2.0,139.0,3.0,2140.0,6495.327102803738,3
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1584,3.0,2.0,101.0,3.0,1584.0,6376.262626262626,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1175,2.0,2.0,50.0,2.0,1175.0,4255.31914893617,3
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,Unknown,1555,3.0,3.0,52.0,3.0,1555.0,3344.051446945338,3
Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,2550.3875968992247,3
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Vandaac,1585,2.0,2.0,79.0,3.0,1585.0,4984.22712933754,3
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Unknown,1354,2.0,2.0,71.0,2.0,1354.0,5243.722304283604,3
Super built-up  Area,18-Jun,Madiwala,2 BHK,Unknown,1165,2.0,2.0,45.0,2.0,1165.0,3862.6609442060085,3
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,Unknown,1200,3.0,1.0,75.0,3.0,1200.0,6250.0,0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740,2.0,1.0,137.0,3.0,1740.0,7873.563218390805,3
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985,2.0,1.0,50.17,2.0,985.0,5093.401015228426,3
Plot  Area,18-Nov,Chandapura,2 Bedroom,Unknown,1200,2.0,1.0,36.0,2.0,1200.0,3000.0,2
Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,Unknown,600,4.0,2.0,70.0,3.0,600.0,11666.666666666666,2
Super built-up  Area,Ready To Move,Duddanahalli,3 BHK,Unknown,1340,2.0,2.0,47.0,3.0,1340.0,3507.4626865671644,3
Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583,3.0,1.0,95.23,3.0,1583.0,6015.792798483892,3
Plot  Area,Ready To Move,"Beml layout, Rajarajeshwari nagar",4 Bedroom,Unknown,1200,5.0,2.0,325.0,4.0,1200.0,27083.333333333332,2
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,Unknown,1200,1.0,1.0,180.0,2.0,1200.0,15000.0,2
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115 - 1130,2.0,0.0,61.74,2.0,1122.5,5500.22271714922,3
Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573,3.0,2.0,100.0,3.0,1573.0,6357.279084551812,3
Super built-up  Area,18-Jan,CV Raman Nagar,2 BHK,Unknown,1227,2.0,2.0,42.88,2.0,1227.0,3494.702526487368,3
Super built-up  Area,Ready To Move,Yemlur,2 BHK,Saensar,1210,2.0,1.0,60.0,2.0,1210.0,4958.677685950413,3
Super built-up  Area,19-Feb,Basavangudi,3 BHK,Unknown,1650,3.0,3.0,125.0,3.0,1650.0,7575.757575757576,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485,2.0,2.0,63.0,3.0,1485.0,4242.424242424242,3
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1735,3.0,2.0,97.0,3.0,1735.0,5590.778097982709,3
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730,3.0,2.0,175.0,3.0,1730.0,10115.606936416185,3
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,Spngsin,1684,3.0,2.0,86.0,3.0,1684.0,5106.88836104513,3
Super built-up  Area,Ready To Move,Sai Gardens,3 BHK,Alivae ,1686,3.0,3.0,77.0,3.0,1686.0,4567.022538552787,3
Super built-up  Area,Ready To Move,Bikasipura,3 BHK,Unknown,1654,3.0,3.0,82.0,3.0,1654.0,4957.678355501814,3
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1600,3.0,3.0,105.0,3.0,1600.0,6562.5,0
Built-up  Area,Ready To Move,KR Puram,2 BHK,Unknown,1100,2.0,1.0,39.9,2.0,1100.0,3627.2727272727275,0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655,3.0,3.0,95.0,3.0,1655.0,5740.181268882176,3
Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830,3.0,3.0,121.0,3.0,1830.0,6612.021857923497,3
Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430,3.0,1.0,85.0,3.0,1430.0,5944.055944055944,3
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,1989,4.0,3.0,155.0,3.0,1989.0,7792.860734037205,3
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044,2.0,2.0,55.0,2.0,1044.0,5268.199233716475,3
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1426,3.0,2.0,85.0,3.0,1426.0,5960.729312762974,3
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2.0,2.0,50.0,2.0,1115.0,4484.304932735426,3
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prdomt ,1000,2.0,1.0,29.0,2.0,1000.0,2900.0,3
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,33.06,2.0,1140.0,2900.0,0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Unknown,900,2.0,1.0,35.0,2.0,900.0,3888.8888888888887,3
Built-up  Area,Ready To Move,Gulakamale,2 BHK,SLenssh,1200,2.0,3.0,50.0,2.0,1200.0,4166.666666666667,0
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,Aaentpa,580,1.0,1.0,45.0,1.0,580.0,7758.620689655172,0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,Unknown,1200,2.0,0.0,66.0,3.0,1200.0,5500.0,2
Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1030,2.0,1.0,50.36,2.0,1030.0,4889.320388349514,3
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Unknown,1910,4.0,3.0,150.0,3.0,1910.0,7853.4031413612565,3
Super built-up  Area,Ready To Move,Mahalakshmi Puram,3 BHK,SKthaAa,1950,3.0,3.0,132.0,3.0,1950.0,6769.2307692307695,3
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,125.0,3.0,1724.0,7250.580046403712,3
Plot  Area,Ready To Move,Konanakunte Cross,3 Bedroom,Unknown,1200,2.0,2.0,130.0,3.0,1200.0,10833.333333333334,2
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,Unknown,1314,2.0,0.0,225.0,2.0,1314.0,17123.287671232876,2
Built-up  Area,Ready To Move,Kothanur,2 BHK,Bisic C,1400,2.0,2.0,65.0,2.0,1400.0,4642.857142857143,0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Unknown,1400,2.0,2.0,68.0,3.0,1400.0,4857.142857142857,3
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Unknown,1115,2.0,2.0,44.6,2.0,1115.0,4000.0,3
Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1300,2.0,2.0,55.86,2.0,1300.0,4296.923076923077,0
Built-up  Area,Ready To Move,Arishinakunte,4 Bedroom,Unknown,2400,4.0,1.0,150.0,4.0,2400.0,6250.0,0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1000,2.0,1.0,41.0,2.0,1000.0,4100.0,3
Plot  Area,18-Dec,Whitefield,3 Bedroom,Unknown,1200,3.0,2.0,67.75,3.0,1200.0,5645.833333333333,2
Built-up  Area,Ready To Move,Whitefield,4 BHK,Unknown,2444,4.0,2.0,145.0,4.0,2444.0,5932.896890343699,0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,48.0,2.0,1070.0,4485.981308411215,3
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Reciale,1600,3.0,1.0,85.0,3.0,1600.0,5312.5,3
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Unknown,1196,2.0,2.0,57.95,2.0,1196.0,4845.3177257525085,3
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,54.0,2.0,1025.0,5268.292682926829,3
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3.0,2.0,56.0,3.0,1220.0,4590.163934426229,3
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,4.0,3.0,180.0,3.0,2180.0,8256.880733944954,3
Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,LuntsAp,1600,3.0,2.0,102.0,3.0,1600.0,6375.0,3
Built-up  Area,Ready To Move,Whitefield,2 BHK,Mithmn ,1270,2.0,1.0,110.0,2.0,1270.0,8661.417322834646,0
Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Unknown,3290,4.0,2.0,460.0,3.0,3290.0,13981.76291793313,0
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1932.47,3.0,2.0,183.0,3.0,1932.47,9469.7459727706,3
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2086,3.0,2.0,160.0,3.0,2086.0,7670.182166826462,3
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1165,2.0,1.0,51.42,2.0,1165.0,4413.733905579399,3
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Unknown,1310,3.0,1.0,63.25,3.0,1310.0,4828.244274809161,3
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2.0,2.0,165.0,2.0,1440.0,11458.333333333334,3
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Unknown,1900,3.0,2.0,85.0,3.0,1900.0,4473.684210526316,3
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,740,1.0,1.0,22.0,2.0,740.0,2972.972972972973,0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2503,3.0,3.0,138.0,3.0,2503.0,5513.383939272872,3
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,2.0,1075.0,5581.395348837209,3
Super built-up  Area,18-Aug,Bellandur,2 BHK,NiCodCa,1260,2.0,2.0,83.5,2.0,1260.0,6626.984126984127,3
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2.0,1.0,48.72,3.0,1282.0,3800.312012480499,3
Built-up  Area,Ready To Move,Tumkur Road,4 Bedroom,Unknown,1100,2.0,1.0,60.0,4.0,1100.0,5454.545454545455,0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,3.0,125.0,3.0,1717.0,7280.139778683751,3
Super built-up  Area,18-May,Chellikere,2 BHK,Unknown,1088,2.0,2.0,46.0,2.0,1088.0,4227.941176470588,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335,2.0,1.0,56.0,3.0,1335.0,4194.756554307116,3
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Unentsi,1200,2.0,1.0,42.0,2.0,1200.0,3500.0,3
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,Unknown,1325,2.0,2.0,60.0,3.0,1325.0,4528.301886792453,3
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157,2.0,1.0,73.0,2.0,1157.0,6309.420916162489,3
Super built-up  Area,21-Dec,KR Puram,4 BHK,Moquach,2204 - 2362,2.0,2.0,121.0,4.0,2283.0,5300.043802014893,3
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Unknown,1200,2.0,1.0,54.0,2.0,1200.0,4500.0,3
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Cemesal,1510,2.0,2.0,65.0,3.0,1510.0,4304.635761589404,3
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050,2.0,2.0,54.0,2.0,1050.0,5142.857142857143,3
Super built-up  Area,Ready To Move,Chikkadunnasandra,2 BHK,Kr 10Ca,1200,2.0,2.0,45.0,2.0,1200.0,3750.0,3
Super built-up  Area,18-May,Binny Pete,3 BHK,Shestlo,1516,3.0,1.0,147.0,3.0,1516.0,9696.569920844327,3
Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,Unknown,2400,6.0,2.0,475.0,6.0,2400.0,19791.666666666668,2
Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,1050,2.0,1.0,44.41,2.0,1050.0,4229.523809523809,3
Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,Unknown,1000,2.0,0.0,66.0,2.0,1000.0,6600.0,2
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,Unknown,1050,2.0,2.0,35.0,2.0,1050.0,3333.3333333333335,3
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,Unknown,1194,2.0,1.0,65.0,2.0,1194.0,5443.886097152429,3
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Cadel C,1210,2.0,3.0,69.0,2.0,1210.0,5702.479338842975,3
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SuezeLa,1660,3.0,1.0,110.0,3.0,1660.0,6626.506024096386,3
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1410,2.0,3.0,125.0,2.0,1410.0,8865.248226950354,3
Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,Shitt S,1305,2.0,1.0,67.0,2.0,1305.0,5134.099616858238,3
Built-up  Area,Ready To Move,Kavika Layout,6 BHK,Unknown,1800,6.0,2.0,101.0,6.0,1800.0,5611.111111111111,0
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206,2.0,3.0,53.0,2.0,1206.0,4394.69320066335,0
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,49.0,2.0,883.0,5549.263873159683,3
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150,2.0,2.0,55.0,2.0,1150.0,4782.608695652174,3
Carpet  Area,Ready To Move,Dinnur,2 BHK,Gaaran ,1100,2.0,2.0,65.0,2.0,1100.0,5909.090909090909,1
Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,Unknown,1245,2.0,1.0,125.0,2.0,1245.0,10040.160642570281,3
Built-up  Area,Ready To Move,Cooke Town,3 BHK,Sillaa ,1850,3.0,3.0,110.0,3.0,1850.0,5945.945945945946,0
Built-up  Area,18-Mar,Hoodi,4 Bedroom,Unknown,3385,4.0,1.0,220.0,4.0,3385.0,6499.261447562777,0
Super built-up  Area,Ready To Move,Sompura,4 BHK,Suiseit,2150,3.0,2.0,85.0,4.0,2150.0,3953.4883720930234,3
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3.0,1.0,390.0,3.0,3895.0,10012.836970474968,3
Super built-up  Area,17-Sep,Lingarajapuram,2 BHK,Unknown,1035,2.0,2.0,55.0,2.0,1035.0,5314.009661835748,3
Super built-up  Area,Ready To Move,Nandini Layout,2 BHK,Unknown,600,3.0,2.0,72.0,2.0,600.0,12000.0,3
Super built-up  Area,Ready To Move,Zuzuvadi,3 BHK,Unknown,1200,3.0,3.0,75.0,3.0,1200.0,6250.0,3
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155,2.0,1.0,69.18,2.0,1155.0,5989.6103896103905,3
Plot  Area,Ready To Move,BCC Layout,7 Bedroom,Unknown,1200,6.0,2.0,235.0,7.0,1200.0,19583.333333333332,2
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755,1.0,0.0,30.12,1.0,755.0,3989.4039735099336,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JHk 1en,960,2.0,2.0,35.0,2.0,960.0,3645.8333333333335,0
Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,Unknown,450,1.0,1.0,20.0,1.0,450.0,4444.444444444444,3
Super built-up  Area,Ready To Move,Infantry Road,5 BHK,Unknown,4000,5.0,2.0,680.0,5.0,4000.0,17000.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1571,3.0,3.0,53.12,3.0,1571.0,3381.285805219605,3
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,119.0,3.0,1691.0,7037.25606150207,3
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1489,2.0,1.0,70.0,3.0,1489.0,4701.141705842848,3
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800,2.0,1.0,32.0,2.0,800.0,4000.0,0
Built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,980,2.0,2.0,60.0,3.0,980.0,6122.448979591837,0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,65.0,2.0,1215.0,5349.794238683127,3
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Unknown,911,2.0,1.0,26.5,2.0,911.0,2908.8913282107574,3
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1535,3.0,2.0,90.0,3.0,1535.0,5863.192182410424,3
Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,Unknown,1200,5.0,2.0,205.0,5.0,1200.0,17083.333333333332,2
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1500,2.0,1.0,70.0,3.0,1500.0,4666.666666666667,3
Built-up  Area,Ready To Move,Brookefield,2 BHK,ARnts A,1588,2.0,3.0,58.0,2.0,1588.0,3652.3929471032748,0
Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957,2.0,2.0,56.0,2.0,957.0,5851.619644723093,0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1200,2.0,1.0,34.65,2.0,1200.0,2887.5,0
Super built-up  Area,Ready To Move,Kanakapura main  Road,3 BHK,Unknown,1495,2.0,2.0,52.33,3.0,1495.0,3500.334448160535,3
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,0.0,34.0,2.0,845.0,4023.6686390532545,0
Built-up  Area,Ready To Move,Padmanabhanagar,4 BHK,Unknown,3000,4.0,2.0,350.0,4.0,3000.0,11666.666666666666,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2206,4.0,1.0,180.0,3.0,2206.0,8159.564823209429,3
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Unknown,1181,2.0,1.0,61.0,2.0,1181.0,5165.114309906859,3
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1309,2.0,3.0,69.5,2.0,1309.0,5309.396485867074,3
Built-up  Area,Ready To Move,Horamavu Agara,3 Bedroom,Unknown,1400,3.0,3.0,63.0,3.0,1400.0,4500.0,0
Plot  Area,Ready To Move,B Channasandra,5 Bedroom,Unknown,1650,5.0,1.0,450.0,5.0,1650.0,27272.727272727272,2
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1622,3.0,2.0,95.0,3.0,1622.0,5856.966707768187,3
Super built-up  Area,18-Apr,CV Raman Nagar,2 BHK,Unknown,1225,2.0,2.0,48.0,2.0,1225.0,3918.3673469387754,3
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1719,3.0,3.0,95.0,3.0,1719.0,5526.468877254218,3
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,995,2.0,1.0,40.8,2.0,995.0,4100.5025125628135,3
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Unknown,1120,2.0,2.0,53.0,2.0,1120.0,4732.142857142857,3
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1047,2.0,1.0,75.0,2.0,1047.0,7163.323782234957,3
Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1466,3.0,3.0,59.96,3.0,1466.0,4090.0409276944065,3
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,100.0,3.0,1691.0,5913.660555884092,3
Super built-up  Area,20-Dec,Chandapura,2 BHK,PavesGr,876,2.0,2.0,28.47,2.0,876.0,3250.0,3
Super built-up  Area,18-May,CV Raman Nagar,3 BHK,Pu270a ,1659,3.0,1.0,135.0,3.0,1659.0,8137.4321880651,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270,2.0,1.0,105.0,2.0,1270.0,8267.71653543307,3
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269,2.0,3.0,50.75,3.0,1269.0,3999.211977935382,3
Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,Suvasre,1200,3.0,2.0,80.0,2.0,1200.0,6666.666666666667,3
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.5,2.0,1153.0,4900.260190806592,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,CalanGo,1315,2.0,2.0,69.5,2.0,1315.0,5285.171102661597,3
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,Unknown,2485,4.0,2.0,198.0,4.0,2485.0,7967.806841046277,2
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,3.0,1.0,85.86,3.0,1354.0,6341.211225997045,3
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Enodsed,1344,3.0,1.0,130.0,4.0,1344.0,9672.619047619048,2
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PrrloMo,1180,2.0,1.0,55.0,2.0,1180.0,4661.016949152542,3
Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313,2.0,2.0,68.0,2.0,1313.0,5178.979436405179,3
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,1100,2.0,2.0,50.0,2.0,1100.0,4545.454545454545,3
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,600,4.0,1.0,78.0,4.0,600.0,13000.0,2
Built-up  Area,Ready To Move,Basaveshwara Nagar,3 Bedroom,Unknown,1200,3.0,0.0,190.0,3.0,1200.0,15833.333333333334,0
